Accession	Requested_species	NCBI_organism	NCBI_accepted_species	Phylum	Class	Order	Family	Genus	Taxonomy_source
KP133664.1	Doronicum grandiflorum	Doronicum grandiflorum	Doronicum grandiflorum	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Doronicum	BOLD_GENUS_BACKBONE
KP133665.1	Doronicum grandiflorum	Doronicum grandiflorum	Doronicum grandiflorum	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Doronicum	BOLD_GENUS_BACKBONE
KP133666.1	Doronicum grandiflorum	Doronicum grandiflorum	Doronicum grandiflorum	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Doronicum	BOLD_GENUS_BACKBONE
KP133667.1	Doronicum grandiflorum	Doronicum grandiflorum	Doronicum grandiflorum	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Doronicum	BOLD_GENUS_BACKBONE
KP133668.1	Doronicum grandiflorum	Doronicum grandiflorum	Doronicum grandiflorum	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Doronicum	BOLD_GENUS_BACKBONE
KP133669.1	Doronicum grandiflorum	Doronicum grandiflorum	Doronicum grandiflorum	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Doronicum	BOLD_GENUS_BACKBONE
KP133670.1	Doronicum grandiflorum	Doronicum grandiflorum	Doronicum grandiflorum	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Doronicum	BOLD_GENUS_BACKBONE
MG748388.1	Doronicum grandiflorum	Doronicum grandiflorum	Doronicum grandiflorum	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Doronicum	BOLD_GENUS_BACKBONE
MG748389.1	Doronicum grandiflorum	Doronicum grandiflorum	Doronicum grandiflorum	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Doronicum	BOLD_GENUS_BACKBONE
GQ246139.1	Dorycnium germanicum	Lotus germanicus	Lotus germanicus	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	BOLD_GENUS_BACKBONE
KT250868.1	Dorycnium germanicum	Lotus germanicus	Lotus germanicus	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	BOLD_GENUS_BACKBONE
KT250869.1	Dorycnium germanicum	Lotus germanicus	Lotus germanicus	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	BOLD_GENUS_BACKBONE
KT250870.1	Dorycnium germanicum	Lotus germanicus	Lotus germanicus	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	BOLD_GENUS_BACKBONE
AF218501.1	Dorycnium herbaceum	Lotus herbaceus	Lotus herbaceus	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	BOLD_GENUS_BACKBONE
KT250881.1	Dorycnium herbaceum	Lotus herbaceus	Lotus herbaceus	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	BOLD_GENUS_BACKBONE
KT250882.1	Dorycnium herbaceum	Lotus herbaceus	Lotus herbaceus	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	BOLD_GENUS_BACKBONE
AF120722.1	Draba dubia	Draba dubia	Draba dubia	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Draba	BOLD_GENUS_BACKBONE
KC412305.1	Draba dubia	Draba dubia	Draba dubia	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Draba	BOLD_GENUS_BACKBONE
AY134086.1	Draba muralis	Drabella muralis	Drabella muralis	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Drabella	NCBI_LINEAGE
AY134087.1	Draba muralis	Drabella muralis	Drabella muralis	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Drabella	NCBI_LINEAGE
GU202507.1	Draba muralis	Drabella muralis	Drabella muralis	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Drabella	NCBI_LINEAGE
AF120725.1	Draba tomentosa	Draba tomentosa	Draba tomentosa	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Draba	BOLD_GENUS_BACKBONE
AF120726.1	Draba tomentosa	Draba tomentosa	Draba tomentosa	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Draba	BOLD_GENUS_BACKBONE
AY009811.1	Drepanocladus sendtneri	Drepanocladus sendtneri	Drepanocladus sendtneri	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
FJ535780.1	Drepanocladus sendtneri	Drepanocladus sendtneri	Drepanocladus sendtneri	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
AY009794.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
FJ535774.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657878.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657879.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657880.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657881.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657882.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657883.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657884.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657885.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657886.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657887.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657888.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657889.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657890.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657891.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657892.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657893.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657894.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657895.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657896.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657897.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657898.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657899.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657900.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657901.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657902.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657903.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657904.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657905.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657906.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657907.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657908.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657909.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657910.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657911.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657912.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657913.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657914.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657915.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657916.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657917.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657918.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657919.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657920.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657921.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657922.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657923.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657924.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657925.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657926.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657927.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657928.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657929.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657930.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657931.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657932.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657933.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657934.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657935.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657936.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657937.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657938.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657939.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657940.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657941.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657942.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657943.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657944.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657945.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657946.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657947.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657948.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657949.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657950.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657951.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657952.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657953.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657954.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657955.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657956.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657957.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657958.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657959.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657960.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657961.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657962.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657963.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657964.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657965.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657966.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657967.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657968.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657969.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657970.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657971.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657972.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657973.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657974.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657975.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657976.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657977.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657978.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657979.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657980.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
KJ657981.1	Drepanocladus turgescens	Drepanocladus turgescens	Drepanocladus turgescens	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	BOLD_GENUS_BACKBONE
AY635025.1	Duchesnea indica	Potentilla indica	Potentilla indica	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	BOLD_GENUS_BACKBONE
AY862574.1	Duchesnea indica	Potentilla indica	Potentilla indica	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	BOLD_GENUS_BACKBONE
KF912896.1	Duchesnea indica	Potentilla indica	Potentilla indica	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	BOLD_GENUS_BACKBONE
KF912897.1	Duchesnea indica	Potentilla indica	Potentilla indica	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	BOLD_GENUS_BACKBONE
KF912898.1	Duchesnea indica	Potentilla indica	Potentilla indica	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	BOLD_GENUS_BACKBONE
KF912899.1	Duchesnea indica	Potentilla indica	Potentilla indica	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	BOLD_GENUS_BACKBONE
KF912900.1	Duchesnea indica	Potentilla indica	Potentilla indica	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	BOLD_GENUS_BACKBONE
KP875300.1	Duchesnea indica	Potentilla indica	Potentilla indica	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	BOLD_GENUS_BACKBONE
MF785707.1	Duchesnea indica	Potentilla indica	Potentilla indica	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	BOLD_GENUS_BACKBONE
AF319128.1	Echinops ritro	Echinops ritro	Echinops ritro	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Echinops	BOLD_GENUS_BACKBONE
AY538651.1	Echinops ritro	Echinops ritro subsp. ruthenicus	Echinops ritro	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Echinops	BOLD_GENUS_BACKBONE
AY538652.1	Echinops ritro	Echinops ritro subsp. siculus	Echinops ritro	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Echinops	BOLD_GENUS_BACKBONE
